,Date,symbols,Categories,count_post,Percent_price_change,abs
89,2018-07-06,COP,Other,0,1.938260509038888,1.938260509038888
90,2018-07-06,COST,Other,0,0.6297144141621902,0.6297144141621902
91,2018-07-06,CPB,Other,0,-0.858984995615157,0.858984995615157
92,2018-07-06,CRM,Other,0,0.254597330898432,0.254597330898432
93,2018-07-06,CSCO,Other,0,-0.093657027358363,0.093657027358363
94,2018-07-06,CSX,Other,0,2.3076921722592787,2.3076921722592787
95,2018-07-06,CTAS,Other,0,0.8574263360776957,0.8574263360776957
96,2018-07-06,CTXS,Other,0,0.4879390490335619,0.4879390490335619
97,2018-07-06,CVS,Other,0,1.7448796241581692,1.7448796241581692
98,2018-07-06,CVX,Other,0,1.4902517183959962,1.4902517183959962
99,2018-07-06,CX,Other,0,0.143674597555645,0.143674597555645
100,2018-07-06,D,Other,0,-2.77062968440446,2.77062968440446
101,2018-07-06,DAL,Other,0,1.875749205592192,1.875749205592192
102,2018-07-06,DDR,Other,0,-2.093183057618863,2.093183057618863
103,2018-07-06,DE,Other,0,3.171883538307959,3.171883538307959
104,2018-07-06,DFS,Other,0,2.243035415812901,2.243035415812901
105,2018-07-06,DG,Other,0,-0.2433315121695251,0.2433315121695251
106,2018-07-06,DHI,Other,0,0.9657207715156318,0.9657207715156318
107,2018-07-06,DHR,Other,0,0.171144836214278,0.171144836214278
108,2018-07-06,DISCA,Other,0,1.542871851018322,1.542871851018322
109,2018-07-06,DISCK,Other,0,1.4751520085024985,1.4751520085024985
110,2018-07-06,DISH,Other,0,2.0577232679839974,2.0577232679839974
111,2018-07-06,DKS,Other,0,1.057270538672363,1.057270538672363
112,2018-07-06,DLR,Other,0,-0.7111879211797731,0.7111879211797731
113,2018-07-06,DLTR,Other,0,0.0472656467276265,0.0472656467276265
114,2018-07-06,DOV,Other,0,2.1536346528975767,2.1536346528975767
115,2018-07-06,DRI,Other,0,-0.5851652099066571,0.5851652099066571
116,2018-07-06,DTE,Other,0,-3.625156154922404,3.625156154922404
117,2018-07-06,DVN,Other,0,1.7748841728109088,1.7748841728109088
118,2018-07-06,DXC,Other,0,0.8019128000872076,0.8019128000872076
119,2018-07-06,EA,Other,0,-0.3170273566624234,0.3170273566624234
120,2018-07-06,EBAY,Other,0,1.3907474358174632,1.3907474358174632
121,2018-07-06,ECL,Other,0,0.204577141760545,0.204577141760545
122,2018-07-06,ED,Other,0,-3.320753949243389,3.320753949243389
123,2018-07-06,EFX,Other,0,1.013832864810437,1.013832864810437
124,2018-07-06,EIX,Other,0,-2.7014803166577988,2.7014803166577988
125,2018-07-06,EL,Other,0,0.1544735455213501,0.1544735455213501
126,2018-07-06,EMN,Other,0,1.0928453886406646,1.0928453886406646
127,2018-07-06,EMR,Other,0,2.251728617322049,2.251728617322049
128,2018-07-06,ENDP,Other,0,3.314922852048672,3.314922852048672
129,2018-07-06,EOG,Other,0,1.4314425421295451,1.4314425421295451
130,2018-07-06,EQIX,Other,0,-0.7157285963735273,0.7157285963735273
131,2018-07-06,EQT,Other,0,1.7346251526571228,1.7346251526571228
132,2018-07-06,ERIC,Other,0,-0.256410005608293,0.256410005608293
133,2018-07-06,ES,Other,0,-3.0674883878177086,3.0674883878177086
134,2018-07-06,ESI,Other,0,5.621804602039129,5.621804602039129
135,2018-07-06,ESRX,Other,0,-0.5495222219099734,0.5495222219099734
136,2018-07-06,ESS,Other,0,-0.558291631041671,0.558291631041671
137,2018-07-06,ET,Other,0,-0.6204100724360596,0.6204100724360596
138,2018-07-06,ETN,Other,0,2.341497615487914,2.341497615487914
139,2018-07-06,ETR,Individual,2,-2.9190844282721637,2.9190844282721637
140,2018-07-06,ETR,Other,0,-2.9190844282721637,2.9190844282721637
141,2018-07-06,EVHC,Other,0,0.0226343890955879,0.0226343890955879
142,2018-07-06,EW,Other,0,-0.3660278722941099,0.3660278722941099
143,2018-07-06,EXC,Other,0,-2.8777017267945584,2.8777017267945584
144,2018-07-06,EXPD,Other,0,2.018099663786307,2.018099663786307
145,2018-07-06,EXR,Other,0,-1.4390676328845893,1.4390676328845893
146,2018-07-06,FB,Other,0,0.7430053620871004,0.7430053620871004
147,2018-07-06,FBHS,Other,0,1.2282346343048334,1.2282346343048334
148,2018-07-06,FDX,Other,0,2.921977502127163,2.921977502127163
149,2018-07-06,FE,Other,0,-3.9434341715741015,3.9434341715741015
150,2018-07-06,FEYE,Other,0,3.0663315716811823,3.0663315716811823
151,2018-07-06,FIS,News Agency,1,-0.1384160949315254,0.1384160949315254
152,2018-07-06,FIS,Other,0,-0.1384160949315254,0.1384160949315254
153,2018-07-06,FISV,Other,0,0.437146430511534,0.437146430511534
154,2018-07-06,FITB,Other,0,2.814000384349682,2.814000384349682
155,2018-07-06,FL,Other,0,2.217972971957733,2.217972971957733
156,2018-07-06,FLEX,Other,0,2.513970796253707,2.513970796253707
157,2018-07-06,FLR,Individual,1,1.3047898055110272,1.3047898055110272
158,2018-07-06,FLR,Other,0,1.3047898055110272,1.3047898055110272
159,2018-07-06,FMC,Other,0,0.4566774664075644,0.4566774664075644
160,2018-07-06,FRT,Other,0,-0.2915933078743387,0.2915933078743387
161,2018-07-06,GE,Other,0,0.722024426875613,0.722024426875613
162,2018-07-06,GILD,Other,0,1.9013433354382592,1.9013433354382592
163,2018-07-06,GIS,Other,0,-1.6207804782362607,1.6207804782362607
164,2018-07-06,GLW,Other,0,3.09278658083575,3.09278658083575
165,2018-07-06,GM,Other,0,1.5066398235108474,1.5066398235108474
166,2018-07-06,GNCA,Other,0,1.083032931173063,1.083032931173063
167,2018-07-06,GNTX,Other,0,2.0206333135410035,2.0206333135410035
168,2018-07-06,GOOG,Other,0,1.2173627044946091,1.2173627044946091
169,2018-07-06,GOOGL,Other,0,1.056210280356771,1.056210280356771
170,2018-07-06,GPS,Other,0,-1.4075512822647815,1.4075512822647815
171,2018-07-06,GRPN,Other,0,10.77981864088642,10.77981864088642
172,2018-07-06,GS,Other,0,2.795442713699604,2.795442713699604
173,2018-07-06,HAS,Other,0,0.718370421747818,0.718370421747818
174,2018-07-06,HCA,Other,0,0.475194824367309,0.475194824367309
175,2018-07-06,HD,Other,0,0.8227098615101591,0.8227098615101591
176,2018-07-06,HES,Other,0,2.457432949992449,2.457432949992449
177,2018-07-06,HIBB,Other,0,2.1645021287579227,2.1645021287579227
178,2018-07-06,HIG,Other,0,2.7772468346841386,2.7772468346841386
179,2018-07-06,HIMX,Other,0,3.591163495875158,3.591163495875158
180,2018-07-06,HLT,Other,0,0.4717041885907594,0.4717041885907594
181,2018-07-06,HOLX,Other,0,0.3163812792225337,0.3163812792225337
182,2018-07-06,HON,Other,0,1.1666210172924996,1.1666210172924996
183,2018-07-06,HP,Individual,1,2.031777955478438,2.031777955478438
184,2018-07-06,HP,Other,0,2.031777955478438,2.031777955478438
185,2018-07-06,HPE,Other,0,1.668891906806284,1.668891906806284
186,2018-07-06,HPQ,Other,0,1.5645397947442468,1.5645397947442468
187,2018-07-06,HRB,Other,0,0.7230968721346746,0.7230968721346746
188,2018-07-06,HRL,Other,0,0.0,0.0
189,2018-07-06,HSIC,Other,0,0.6728193606069146,0.6728193606069146
190,2018-07-06,HST,Other,0,0.0938107788456147,0.0938107788456147
191,2018-07-06,HSY,Individual,1,-1.7059181902166494,1.7059181902166494
192,2018-07-06,HSY,Other,0,-1.7059181902166494,1.7059181902166494
193,2018-07-06,HUM,Other,0,1.3106007554636914,1.3106007554636914
194,2018-07-06,HWM,Other,0,3.2501531524609564,3.2501531524609564
195,2018-07-06,IBM,Other,0,1.3405392447345237,1.3405392447345237
196,2018-07-06,ICE,Other,0,2.024628437519681,2.024628437519681
197,2018-07-06,IDXX,Other,0,1.764730079847974,1.764730079847974
198,2018-07-06,IFF,Other,0,0.4153057074221183,0.4153057074221183
199,2018-07-06,ILMN,Other,0,0.9191643092062862,0.9191643092062862
200,2018-07-06,INCY,Other,0,1.1153478682828917,1.1153478682828917
201,2018-07-06,INFO,News Agency,1,-0.3228907477980582,0.3228907477980582
202,2018-07-06,INFO,Other,0,-0.3228907477980582,0.3228907477980582
203,2018-07-06,INTC,Other,0,0.9538674102690298,0.9538674102690298
204,2018-07-06,INTU,Other,0,-0.2017766904926603,0.2017766904926603
205,2018-07-06,IP,Other,0,1.3177977827773486,1.3177977827773486
206,2018-07-06,IPG,Other,0,1.00612220514181,1.00612220514181
207,2018-07-06,IR,Other,0,4.090267357006679,4.090267357006679
208,2018-07-06,IRM,Individual,1,1.6996395116338114,1.6996395116338114
209,2018-07-06,IRM,News Agency,2,1.6996395116338114,1.6996395116338114
210,2018-07-06,IRM,Other,0,1.6996395116338114,1.6996395116338114
211,2018-07-06,ISRG,Other,0,0.7992524406866892,0.7992524406866892
212,2018-07-06,ITUB,Other,0,0.275735777853561,0.275735777853561
213,2018-07-06,IVZ,Other,0,2.2692903530649926,2.2692903530649926
214,2018-07-06,JBHT,Other,0,1.99934646271832,1.99934646271832
215,2018-07-06,JCI,Other,0,0.9237866641528408,0.9237866641528408
216,2018-07-06,JD,Other,0,-0.1520465280935831,0.1520465280935831
217,2018-07-06,JNJ,Other,0,0.2385710153137196,0.2385710153137196
218,2018-07-06,JNPR,Other,0,1.716743438133965,1.716743438133965
219,2018-07-06,JPM,Other,0,3.094369879155449,3.094369879155449
220,2018-07-06,JWN,Other,0,-0.7970348454029836,0.7970348454029836
221,2018-07-06,K,Other,0,-1.8933601220702323,1.8933601220702323
222,2018-07-06,KIM,Other,0,-0.8279088758828308,0.8279088758828308
223,2018-07-06,KMB,Other,0,-1.591012608816027,1.591012608816027
224,2018-07-06,KMI,Other,0,0.948132032350996,0.948132032350996
225,2018-07-06,KMX,Other,0,0.2486517509565382,0.2486517509565382
226,2018-07-06,KR,Other,0,-1.2706072409685374,1.2706072409685374
227,2018-07-06,KSU,Other,0,1.7932550881672584,1.7932550881672584
228,2018-07-06,L,Other,0,2.372187752996707,2.372187752996707
229,2018-07-06,LH,Other,0,0.435650469215831,0.435650469215831
230,2018-07-06,LITE,Other,0,-2.8472847353854167,2.8472847353854167
231,2018-07-06,LLL,Other,0,-0.2036609441024786,0.2036609441024786
232,2018-07-06,LLY,Other,0,0.5492657744433693,0.5492657744433693
233,2018-07-06,LMT,Other,0,2.4365815987951267,2.4365815987951267
234,2018-07-06,LNC,Other,0,3.1407794264517057,3.1407794264517057
235,2018-07-06,LNT,Other,0,-3.786495989129481,3.786495989129481
236,2018-07-06,LOW,Other,0,0.8529225088725096,0.8529225088725096
237,2018-07-06,LYB,Other,0,1.8052860734837324,1.8052860734837324
238,2018-07-06,M,Other,0,-1.1656283878835296,1.1656283878835296
239,2018-07-06,MA,Other,0,0.7066902431475224,0.7066902431475224
240,2018-07-06,MAA,Other,0,-1.2068612195201178,1.2068612195201178
241,2018-07-06,MAR,Other,0,1.9583267493999212,1.9583267493999212
242,2018-07-06,MAS,Other,0,0.8068750340065713,0.8068750340065713
243,2018-07-06,MAT,Other,0,2.02663793973704,2.02663793973704
244,2018-07-06,MCD,Other,0,0.3261850949903543,0.3261850949903543
245,2018-07-06,MCHP,Other,0,-0.0321233353120807,0.0321233353120807
246,2018-07-06,MCK,Other,0,0.2828542035369685,0.2828542035369685
247,2018-07-06,MDLZ,Other,0,-0.4250302518563174,0.4250302518563174
248,2018-07-06,MDT,Other,0,0.5771672813717803,0.5771672813717803
249,2018-07-06,MET,Other,0,3.978965691015453,3.978965691015453
250,2018-07-06,MGM,Other,0,1.6914041516470548,1.6914041516470548
251,2018-07-06,MHK,Other,0,0.9600396781518882,0.9600396781518882
252,2018-07-06,MKC,Other,0,0.2513009370581212,0.2513009370581212
253,2018-07-06,MMM,Other,0,1.5547411936826443,1.5547411936826443
254,2018-07-06,MO,Other,0,-0.4632020132492013,0.4632020132492013
255,2018-07-06,MOMO,Other,0,0.4522026386306172,0.4522026386306172
256,2018-07-06,MOS,News Agency,2,0.8534842245923735,0.8534842245923735
257,2018-07-06,MOS,Other,0,0.8534842245923735,0.8534842245923735
258,2018-07-06,MPC,Other,0,2.307696320523372,2.307696320523372
259,2018-07-06,MRK,Other,0,-0.2893907766580483,0.2893907766580483
260,2018-07-06,MRO,Other,0,3.888097149793925,3.888097149793925
261,2018-07-06,MS,Other,0,2.803142260664793,2.803142260664793
262,2018-07-06,MSFT,Other,0,0.6820826285422888,0.6820826285422888
263,2018-07-06,MSI,Other,0,-0.0928980719111345,0.0928980719111345
264,2018-07-06,MTB,Other,0,2.154355613759139,2.154355613759139
265,2018-07-06,MTD,Other,0,1.8825890105147287,1.8825890105147287
266,2018-07-06,MU,Other,0,2.0289345112576127,2.0289345112576127
267,2018-07-06,MUR,Other,0,2.690445406242352,2.690445406242352
268,2018-07-06,NAVI,Other,0,2.507598233528048,2.507598233528048
269,2018-07-06,NDAQ,Other,0,1.1874372295823432,1.1874372295823432
270,2018-07-06,NEE,Other,0,-2.9299455733116537,2.9299455733116537
271,2018-07-06,NEM,Other,0,-0.1057386032016113,0.1057386032016113
272,2018-07-06,NFLX,Other,0,2.625842307581877,2.625842307581877
273,2018-07-06,NFX,Other,0,1.8199905920121984,1.8199905920121984
274,2018-07-06,NI,Other,0,-3.0505941980130427,3.0505941980130427
275,2018-07-06,NKE,Other,0,1.0460190732858845,1.0460190732858845
276,2018-07-06,NLY,Other,0,-0.4752869634896425,0.4752869634896425
277,2018-07-06,NOC,Other,0,2.0627365817372865,2.0627365817372865
278,2018-07-06,NOK,Other,0,1.5624943085844631,1.5624943085844631
279,2018-07-06,NOV,Other,0,1.671942400654756,1.671942400654756
280,2018-07-06,NRG,Other,0,-1.7989061388995236,1.7989061388995236
281,2018-07-06,NSC,Other,0,1.695570181688748,1.695570181688748
282,2018-07-06,NTAP,Other,0,0.7871052088416755,0.7871052088416755
283,2018-07-06,NTNX,Other,0,-1.1348848564680891,1.1348848564680891
284,2018-07-06,NTRS,Other,0,2.921698472033216,2.921698472033216
285,2018-07-06,NUAN,Other,0,2.8985478602095545,2.8985478602095545
286,2018-07-06,NVAX,Other,0,-2.127660869634522,2.127660869634522
287,2018-07-06,NWL,Other,0,1.5317289391877589,1.5317289391877589
288,2018-07-06,OAS,Other,0,0.9841038157872452,0.9841038157872452
289,2018-07-06,ODP,Other,0,4.444447270145925,4.444447270145925
290,2018-07-06,OKE,Other,0,0.1404275739457192,0.1404275739457192
291,2018-07-06,OMC,Other,0,0.1167570520923854,0.1167570520923854
292,2018-07-06,ON,Other,0,0.995668997567637,0.995668997567637
293,2018-07-06,ORCL,Other,0,1.5869555266006516,1.5869555266006516
294,2018-07-06,ORLY,Individual,1,2.27248361844078,2.27248361844078
295,2018-07-06,ORLY,Other,0,2.27248361844078,2.27248361844078
296,2018-07-06,OXY,Other,0,1.1869436201780417,1.1869436201780417
297,2018-07-06,PBR,Other,0,2.591166047144914,2.591166047144914
298,2018-07-06,PDCO,Other,0,0.7798973386950342,0.7798973386950342
299,2018-07-06,PEG,Other,0,-3.529192888980361,3.529192888980361
300,2018-07-06,PFE,Other,0,0.1347381084897064,0.1347381084897064
301,2018-07-06,PG,Other,0,-1.8282650269544385,1.8282650269544385
302,2018-07-06,PH,Other,0,1.893882045148532,1.893882045148532
303,2018-07-06,PHM,Other,0,1.1258953589867902,1.1258953589867902
304,2018-07-06,PLD,Other,0,-0.6042204152925199,0.6042204152925199
305,2018-07-06,PM,Other,0,-0.0972548370740509,0.0972548370740509
306,2018-07-06,PNC,Other,0,2.0514656515676384,2.0514656515676384
307,2018-07-06,PNR,Other,0,2.3651845526771136,2.3651845526771136
308,2018-07-06,PPG,Other,0,0.8932021057718444,0.8932021057718444
309,2018-07-06,PRGO,Other,0,1.718480258304429,1.718480258304429
310,2018-07-06,PRU,Other,0,2.9731151715238187,2.9731151715238187
311,2018-07-06,PTEN,Other,0,3.9269966527508986,3.9269966527508986
312,2018-07-06,PXD,Other,0,2.280835111477807,2.280835111477807
313,2018-07-06,PYPL,Other,0,0.3374457846043499,0.3374457846043499
314,2018-07-06,QCOM,Other,0,0.3457827842529055,0.3457827842529055
315,2018-07-06,QQQ,Other,0,0.8997220121653311,0.8997220121653311
316,2018-07-06,QRVO,Other,0,1.2878732582839547,1.2878732582839547
317,2018-07-06,RAD,Other,0,-2.87356328138951,2.87356328138951
318,2018-07-06,RCL,Other,0,3.255684296026282,3.255684296026282
319,2018-07-06,RE,Other,0,1.9743068907470591,1.9743068907470591
320,2018-07-06,REG,Other,0,-0.7055844084343413,0.7055844084343413
321,2018-07-06,REGN,Other,0,0.4653808917302339,0.4653808917302339
322,2018-07-06,RF,Other,0,2.728820568917314,2.728820568917314
323,2018-07-06,RHI,Other,0,1.92775398513715,1.92775398513715
324,2018-07-06,RIG,Other,0,4.324732030548325,4.324732030548325
325,2018-07-06,ROP,Other,0,1.5967860739594053,1.5967860739594053
326,2018-07-06,ROST,Other,0,-0.0347529881869336,0.0347529881869336
327,2018-07-06,RRC,Other,0,2.753375683103318,2.753375683103318
328,2018-07-06,RSG,Other,0,0.2324510074946908,0.2324510074946908
329,2018-07-06,SAN,Other,0,1.0733442064713212,1.0733442064713212
330,2018-07-06,SBUX,Other,0,1.8783217481438843,1.8783217481438843
331,2018-07-06,SCHW,Other,0,2.467917003637858,2.467917003637858
332,2018-07-06,SIG,Other,0,1.7796597238313512,1.7796597238313512
333,2018-07-06,SIRI,Other,0,0.5714280264717176,0.5714280264717176
334,2018-07-06,SJM,Other,0,-0.742790600973441,0.742790600973441
335,2018-07-06,SLB,Other,0,1.954345192377364,1.954345192377364
336,2018-07-06,SLCA,Other,0,4.319575973648138,4.319575973648138
337,2018-07-06,SLG,Other,0,-0.1752536608848088,0.1752536608848088
338,2018-07-06,SLM,Other,0,2.839930524579552,2.839930524579552
339,2018-07-06,SNAP,Other,0,0.886917131762194,0.886917131762194
340,2018-07-06,SNPS,Other,0,0.3515508704025391,0.3515508704025391
341,2018-07-06,SPG,Other,0,-0.4913613946035651,0.4913613946035651
342,2018-07-06,SQQQ,Other,0,-2.910443206331708,2.910443206331708
343,2018-07-06,SRC,Other,0,-1.0778461387772524,1.0778461387772524
344,2018-07-06,SRCL,Other,0,0.8489957040124243,0.8489957040124243
345,2018-07-06,SRPT,Other,0,-0.9832735944755232,0.9832735944755232
346,2018-07-06,STT,Other,0,1.8544487554750368,1.8544487554750368
347,2018-07-06,STX,Other,0,0.2730838829075082,0.2730838829075082
348,2018-07-06,STZ,Other,0,1.5443331427104912,1.5443331427104912
349,2018-07-06,SWK,Other,0,1.9528361990650207,1.9528361990650207
350,2018-07-06,SWN,Other,0,2.189778925938197,2.189778925938197
351,2018-07-06,SYF,Other,0,3.4421359678061827,3.4421359678061827
352,2018-07-06,SYY,Other,0,-0.0720602829958061,0.0720602829958061
353,2018-07-06,T,Other,0,-1.6217832752371957,1.6217832752371957
354,2018-07-06,TAP,Other,0,-1.1328278400506269,1.1328278400506269
355,2018-07-06,TEL,Other,0,1.6991837334151734,1.6991837334151734
356,2018-07-06,TGT,Other,0,1.2631868851911392,1.2631868851911392
357,2018-07-06,TJX,Other,0,0.1569794784862072,0.1569794784862072
358,2018-07-06,TMO,Other,0,2.234558374037322,2.234558374037322
359,2018-07-06,TMUS,Other,0,0.3271193407523297,0.3271193407523297
360,2018-07-06,TQQQ,Other,0,2.783230021741541,2.783230021741541
361,2018-07-06,TRIP,Other,0,0.24322339525406,0.24322339525406
362,2018-07-06,TROW,Other,0,2.0346307135246704,2.0346307135246704
363,2018-07-06,TRQ,Other,0,1.03448012779483,1.03448012779483
364,2018-07-06,TRV,Other,0,1.802241610004064,1.802241610004064
365,2018-07-06,TSCO,Other,0,1.1079229152719745,1.1079229152719745
366,2018-07-06,TSM,Other,0,1.502552633251576,1.502552633251576
367,2018-07-06,TSN,Other,0,-0.5670868089810763,0.5670868089810763
368,2018-07-06,TVIX,Other,0,-10.31360047447825,10.31360047447825
369,2018-07-06,TWTR,Other,0,-5.380497436507229,5.380497436507229
370,2018-07-06,TXN,Other,0,-0.5500867284342124,0.5500867284342124
371,2018-07-06,TXT,Other,0,1.7658638903988282,1.7658638903988282
372,2018-07-06,UA,Other,0,-0.3354173423956079,0.3354173423956079
373,2018-07-06,UDR,Other,0,-1.4834473464664923,1.4834473464664923
374,2018-07-06,UHS,Other,0,1.5613846996879042,1.5613846996879042
375,2018-07-06,UNM,Other,0,3.4102814099851364,3.4102814099851364
376,2018-07-06,UPS,Other,0,2.414408740985372,2.414408740985372
377,2018-07-06,USB,Other,0,2.3102964918611826,2.3102964918611826
378,2018-07-06,V,Other,0,1.0664538545937154,1.0664538545937154
379,2018-07-06,VALE,Other,0,1.0744462485946302,1.0744462485946302
380,2018-07-06,VIPS,Other,0,0.8256895021803266,0.8256895021803266
381,2018-07-06,VLO,Other,0,1.335430573643266,1.335430573643266
382,2018-07-06,VRTX,Other,0,0.4093437453786091,0.4093437453786091
383,2018-07-06,VZ,Other,0,-1.4374473006014272,1.4374473006014272
384,2018-07-06,WAT,Other,0,1.2673073836060766,1.2673073836060766
385,2018-07-06,WBA,Other,0,0.6793053876121512,0.6793053876121512
386,2018-07-06,WDC,Other,0,2.245605021361426,2.245605021361426
387,2018-07-06,WEC,Other,0,-3.5838047757410814,3.5838047757410814
388,2018-07-06,WFC,Other,0,1.5745233095819056,1.5745233095819056
389,2018-07-06,WHR,Other,0,2.671173135630282,2.671173135630282
