,symbols,Date,Close
80,GS,2018-06-19,228.32000732421875
81,GS,2018-06-20,227.82000732421875
82,GS,2018-06-21,226.97999572753906
83,GS,2018-06-22,226.02000427246094
84,GS,2018-06-25,221.5399932861328
85,GS,2018-06-26,221.5800018310547
86,GS,2018-06-27,220.17999267578125
87,GS,2018-06-28,223.4199981689453
88,GS,2018-06-29,220.57000732421875
89,GS,2018-07-02,223.25999450683594
90,GS,2018-07-03,220.3800048828125
91,GS,2018-07-05,220.74000549316406
92,GS,2018-07-06,221.7899932861328
93,GS,2018-07-09,227.99000549316406
94,GS,2018-07-10,226.85000610351562
95,GS,2018-07-11,225.66000366210938
96,GS,2018-07-12,227.22000122070312
97,GS,2018-07-13,226.41000366210938
98,GS,2018-07-16,231.44000244140625
99,GS,2018-07-17,231.02000427246094
100,GS,2018-07-18,231.24000549316406
101,GS,2018-07-19,229.6300048828125
102,GS,2018-07-20,231.69000244140625
103,GS,2018-07-23,233.75999450683594
104,GS,2018-07-24,235.8800048828125
105,GS,2018-07-25,236.69000244140625
106,GS,2018-07-26,237.11000061035156
107,GS,2018-07-27,237.63999938964844
108,GS,2018-07-30,238.9499969482422
109,GS,2018-07-31,237.42999267578125
110,M,2018-02-23,26.739999771118164
111,M,2018-02-26,27.450000762939453
112,M,2018-02-27,28.399999618530273
113,M,2018-02-28,29.40999984741211
114,M,2018-03-01,29.25
115,M,2018-03-02,30.40999984741211
116,M,2018-03-05,30.350000381469727
117,M,2018-03-06,30.360000610351562
118,M,2018-03-07,29.920000076293945
119,M,2018-03-08,28.920000076293945
120,M,2018-03-09,28.8799991607666
121,M,2018-03-12,28.760000228881836
122,M,2018-03-13,29.81999969482422
123,M,2018-03-14,29.229999542236328
124,M,2018-03-15,28.799999237060547
125,M,2018-03-16,28.899999618530273
126,M,2018-03-19,29.299999237060547
127,M,2018-03-20,28.93000030517578
128,M,2018-03-21,28.68000030517578
129,M,2018-03-22,28.270000457763672
130,M,2018-03-23,27.209999084472656
131,M,2018-03-26,27.899999618530273
132,M,2018-03-27,27.860000610351562
133,M,2018-03-28,29.06999969482422
134,M,2018-03-29,29.739999771118164
135,M,2018-04-02,29.06999969482422
136,M,2018-04-03,28.989999771118164
137,M,2018-04-04,30.09000015258789
138,M,2018-04-05,30.93000030517578
139,M,2018-04-06,29.799999237060547
140,M,2018-04-09,29.149999618530273
141,M,2018-04-10,29.299999237060547
142,M,2018-04-11,29.06999969482422
143,M,2018-04-12,28.899999618530273
144,M,2018-04-13,28.260000228881836
145,M,2018-04-16,28.739999771118164
146,M,2018-04-17,28.940000534057617
147,M,2018-04-18,29.399999618530273
148,M,2018-04-19,29.40999984741211
149,M,2018-04-20,29.959999084472656
150,M,2018-04-23,30.459999084472656
151,M,2018-04-24,30.5
152,M,2018-04-25,30.719999313354492
153,M,2018-04-26,31.75
154,M,2018-04-27,32.189998626708984
155,M,2018-04-30,31.06999969482422
156,M,2018-05-01,30.739999771118164
157,M,2018-05-02,31.34000015258789
158,M,2018-05-03,31.450000762939453
159,M,2018-05-04,31.239999771118164
160,M,2018-05-07,30.049999237060547
161,M,2018-05-08,29.780000686645508
162,M,2018-05-09,30.139999389648438
163,M,2018-05-10,29.420000076293945
164,M,2018-05-11,29.639999389648438
165,M,2018-05-14,29.6299991607666
166,M,2018-05-15,29.93000030517578
167,M,2018-05-16,33.16999816894531
168,M,2018-05-17,33.84000015258789
169,M,2018-05-18,33.959999084472656
170,M,2018-05-21,34.61000061035156
171,M,2018-05-22,33.119998931884766
172,M,2018-05-23,33.47999954223633
173,M,2018-05-24,34.029998779296875
174,M,2018-05-25,34.130001068115234
175,M,2018-05-29,34.83000183105469
176,M,2018-05-30,35.58000183105469
177,M,2018-05-31,34.90999984741211
178,M,2018-06-01,35.560001373291016
179,M,2018-06-04,37.099998474121094
180,M,2018-06-05,40.04999923706055
181,M,2018-06-06,40.099998474121094
182,M,2018-06-07,40.209999084472656
183,M,2018-06-08,39.880001068115234
184,M,2018-06-11,39.75
185,M,2018-06-12,39.970001220703125
186,M,2018-06-13,38.369998931884766
187,M,2018-06-14,37.560001373291016
188,M,2018-06-15,38.27000045776367
189,M,2018-06-18,38.72999954223633
190,M,2018-06-19,38.880001068115234
191,M,2018-06-20,39.619998931884766
192,M,2018-06-21,39.31999969482422
193,M,2018-06-22,37.43000030517578
194,M,2018-06-25,36.970001220703125
195,M,2018-06-26,37.86000061035156
196,M,2018-06-27,37.880001068115234
197,M,2018-06-28,38.47999954223633
198,M,2018-06-29,37.43000030517578
199,M,2018-07-02,36.540000915527344
200,M,2018-07-03,37.130001068115234
201,M,2018-07-05,36.88999938964844
202,M,2018-07-06,36.88999938964844
203,M,2018-07-09,36.459999084472656
204,M,2018-07-10,36.720001220703125
205,M,2018-07-11,36.439998626708984
206,M,2018-07-12,36.119998931884766
207,M,2018-07-13,36.38999938964844
208,M,2018-07-16,36.9900016784668
209,M,2018-07-17,37.06999969482422
210,M,2018-07-18,37.70000076293945
211,M,2018-07-19,38.959999084472656
212,M,2018-07-20,38.650001525878906
213,M,2018-07-23,39.40999984741211
214,M,2018-07-24,39.36000061035156
215,M,2018-07-25,40.16999816894531
216,M,2018-07-26,39.47999954223633
217,M,2018-07-27,39.47999954223633
218,M,2018-07-30,40.27000045776367
219,M,2018-07-31,39.72999954223633
220,AIG,2018-02-23,60.06999969482422
221,AIG,2018-02-26,59.0099983215332
222,AIG,2018-02-27,58.22999954223633
223,AIG,2018-02-28,57.34000015258789
224,AIG,2018-03-01,56.470001220703125
225,AIG,2018-03-02,56.5099983215332
226,AIG,2018-03-05,57.619998931884766
227,AIG,2018-03-06,58.029998779296875
228,AIG,2018-03-07,57.310001373291016
229,AIG,2018-03-08,56.27000045776367
230,AIG,2018-03-09,56.56999969482422
231,AIG,2018-03-12,56.61000061035156
232,AIG,2018-03-13,55.939998626708984
233,AIG,2018-03-14,54.93000030517578
234,AIG,2018-03-15,54.65999984741211
235,AIG,2018-03-16,54.29999923706055
236,AIG,2018-03-19,54.45000076293945
237,AIG,2018-03-20,55.630001068115234
238,AIG,2018-03-21,55.84000015258789
239,AIG,2018-03-22,54.810001373291016
240,AIG,2018-03-23,53.40999984741211
241,AIG,2018-03-26,54.209999084472656
242,AIG,2018-03-27,53.779998779296875
243,AIG,2018-03-28,54.52000045776367
244,AIG,2018-03-29,54.41999816894531
245,AIG,2018-04-02,53.119998931884766
246,AIG,2018-04-03,53.72999954223633
247,AIG,2018-04-04,54.220001220703125
248,AIG,2018-04-05,54.54999923706055
249,AIG,2018-04-06,53.599998474121094
250,AIG,2018-04-09,53.29999923706055
251,AIG,2018-04-10,53.52000045776367
252,AIG,2018-04-11,53.36000061035156
253,AIG,2018-04-12,53.4900016784668
254,AIG,2018-04-13,53.59000015258789
255,AIG,2018-04-16,54.279998779296875
256,AIG,2018-04-17,54.2599983215332
257,AIG,2018-04-18,54.459999084472656
258,AIG,2018-04-19,55.18000030517578
259,AIG,2018-04-20,55.43000030517578
260,AIG,2018-04-23,55.18000030517578
261,AIG,2018-04-24,55.09000015258789
262,AIG,2018-04-25,55.400001525878906
263,AIG,2018-04-26,55.540000915527344
264,AIG,2018-04-27,56.25
265,AIG,2018-04-30,56.0
266,AIG,2018-05-01,56.310001373291016
267,AIG,2018-05-02,54.84000015258789
268,AIG,2018-05-03,51.939998626708984
269,AIG,2018-05-04,52.84000015258789
270,AIG,2018-05-07,53.279998779296875
271,AIG,2018-05-08,53.08000183105469
272,AIG,2018-05-09,52.81999969482422
273,AIG,2018-05-10,52.75
274,AIG,2018-05-11,52.849998474121094
275,AIG,2018-05-14,52.91999816894531
276,AIG,2018-05-15,53.22999954223633
277,AIG,2018-05-16,53.709999084472656
278,AIG,2018-05-17,54.790000915527344
279,AIG,2018-05-18,55.150001525878906
280,AIG,2018-05-21,55.290000915527344
281,AIG,2018-05-22,55.119998931884766
282,AIG,2018-05-23,54.13999938964844
283,AIG,2018-05-24,53.709999084472656
284,AIG,2018-05-25,53.29999923706055
285,AIG,2018-05-29,52.18000030517578
286,AIG,2018-05-30,53.06999969482422
287,AIG,2018-05-31,52.790000915527344
288,AIG,2018-06-01,53.290000915527344
289,AIG,2018-06-04,53.779998779296875
290,AIG,2018-06-05,53.84000015258789
291,AIG,2018-06-06,53.939998626708984
292,AIG,2018-06-07,53.869998931884766
293,AIG,2018-06-08,55.119998931884766
294,AIG,2018-06-11,55.130001068115234
295,AIG,2018-06-12,54.560001373291016
296,AIG,2018-06-13,54.70000076293945
297,AIG,2018-06-14,54.79999923706055
298,AIG,2018-06-15,55.209999084472656
299,AIG,2018-06-18,55.54999923706055
300,AIG,2018-06-19,55.5
301,AIG,2018-06-20,55.209999084472656
302,AIG,2018-06-21,54.25
303,AIG,2018-06-22,54.459999084472656
304,AIG,2018-06-25,54.220001220703125
305,AIG,2018-06-26,53.63999938964844
306,AIG,2018-06-27,52.880001068115234
307,AIG,2018-06-28,53.22999954223633
308,AIG,2018-06-29,53.02000045776367
309,AIG,2018-07-02,53.36000061035156
310,AIG,2018-07-03,53.66999816894531
311,AIG,2018-07-05,53.91999816894531
312,AIG,2018-07-06,54.369998931884766
313,AIG,2018-07-09,55.560001373291016
314,AIG,2018-07-10,55.459999084472656
315,AIG,2018-07-11,54.560001373291016
316,AIG,2018-07-12,54.29999923706055
317,AIG,2018-07-13,54.2400016784668
318,AIG,2018-07-16,54.77000045776367
319,AIG,2018-07-17,54.709999084472656
320,AIG,2018-07-18,55.130001068115234
321,AIG,2018-07-19,53.849998474121094
322,AIG,2018-07-20,53.31999969482422
323,AIG,2018-07-23,53.400001525878906
324,AIG,2018-07-24,53.70000076293945
325,AIG,2018-07-25,53.56999969482422
326,AIG,2018-07-26,54.25
327,AIG,2018-07-27,54.36000061035156
328,AIG,2018-07-30,54.939998626708984
329,AIG,2018-07-31,55.209999084472656
330,ORCL,2018-02-23,50.5
331,ORCL,2018-02-26,51.16999816894531
332,ORCL,2018-02-27,50.72999954223633
333,ORCL,2018-02-28,50.66999816894531
334,ORCL,2018-03-01,49.709999084472656
335,ORCL,2018-03-02,50.31999969482422
336,ORCL,2018-03-05,51.290000915527344
337,ORCL,2018-03-06,51.5
338,ORCL,2018-03-07,51.720001220703125
339,ORCL,2018-03-08,52.130001068115234
340,ORCL,2018-03-09,52.970001220703125
341,ORCL,2018-03-12,52.900001525878906
342,ORCL,2018-03-13,52.58000183105469
343,ORCL,2018-03-14,52.31999969482422
344,ORCL,2018-03-15,52.369998931884766
345,ORCL,2018-03-16,52.27000045776367
346,ORCL,2018-03-19,51.95000076293945
347,ORCL,2018-03-20,47.04999923706055
348,ORCL,2018-03-21,47.02000045776367
349,ORCL,2018-03-22,45.88999938964844
350,ORCL,2018-03-23,44.790000915527344
351,ORCL,2018-03-26,46.47999954223633
352,ORCL,2018-03-27,45.380001068115234
353,ORCL,2018-03-28,44.97999954223633
354,ORCL,2018-03-29,45.75
355,ORCL,2018-04-02,45.0099983215332
356,ORCL,2018-04-03,44.88999938964844
357,ORCL,2018-04-04,45.5099983215332
358,ORCL,2018-04-05,45.959999084472656
359,ORCL,2018-04-06,44.83000183105469
360,ORCL,2018-04-09,44.900001525878906
361,ORCL,2018-04-10,45.81999969482422
362,ORCL,2018-04-11,45.61000061035156
363,ORCL,2018-04-12,45.880001068115234
364,ORCL,2018-04-13,46.08000183105469
365,ORCL,2018-04-16,46.04999923706055
366,ORCL,2018-04-17,46.65999984741211
367,ORCL,2018-04-18,47.08000183105469
368,ORCL,2018-04-19,46.81999969482422
369,ORCL,2018-04-20,46.22999954223633
370,ORCL,2018-04-23,45.79999923706055
371,ORCL,2018-04-24,45.529998779296875
372,ORCL,2018-04-25,45.75
373,ORCL,2018-04-26,45.959999084472656
374,ORCL,2018-04-27,45.529998779296875
375,ORCL,2018-04-30,45.66999816894531
376,ORCL,2018-05-01,45.95000076293945
377,ORCL,2018-05-02,45.5099983215332
378,ORCL,2018-05-03,45.060001373291016
379,ORCL,2018-05-04,45.709999084472656
380,ORCL,2018-05-07,46.06999969482422
381,ORCL,2018-05-08,45.939998626708984
382,ORCL,2018-05-09,46.58000183105469
383,ORCL,2018-05-10,46.93000030517578
384,ORCL,2018-05-11,46.81999969482422
385,ORCL,2018-05-14,46.81999969482422
386,ORCL,2018-05-15,46.810001373291016
387,ORCL,2018-05-16,46.72999954223633
388,ORCL,2018-05-17,46.540000915527344
389,ORCL,2018-05-18,46.31999969482422
390,ORCL,2018-05-21,47.209999084472656
391,ORCL,2018-05-22,46.369998931884766
392,ORCL,2018-05-23,46.900001525878906
393,ORCL,2018-05-24,46.459999084472656
394,ORCL,2018-05-25,47.0
395,ORCL,2018-05-29,46.2599983215332
396,ORCL,2018-05-30,47.04999923706055
397,ORCL,2018-05-31,46.720001220703125
398,ORCL,2018-06-01,47.349998474121094
399,ORCL,2018-06-04,47.31999969482422
400,ORCL,2018-06-05,47.130001068115234
401,ORCL,2018-06-06,47.75
402,ORCL,2018-06-07,47.68000030517578
403,ORCL,2018-06-08,48.18000030517578
404,ORCL,2018-06-11,48.189998626708984
405,ORCL,2018-06-12,48.45000076293945
406,ORCL,2018-06-13,48.27000045776367
407,ORCL,2018-06-14,45.900001525878906
408,ORCL,2018-06-15,46.279998779296875
409,ORCL,2018-06-18,46.52000045776367
410,ORCL,2018-06-19,46.27000045776367
411,ORCL,2018-06-20,42.81999969482422
412,ORCL,2018-06-21,43.099998474121094
413,ORCL,2018-06-22,44.099998474121094
414,ORCL,2018-06-25,44.279998779296875
415,ORCL,2018-06-26,44.40999984741211
416,ORCL,2018-06-27,43.45000076293945
417,ORCL,2018-06-28,43.84000015258789
418,ORCL,2018-06-29,44.060001373291016
419,ORCL,2018-07-02,44.95000076293945
420,ORCL,2018-07-03,44.720001220703125
421,ORCL,2018-07-05,45.40999984741211
422,ORCL,2018-07-06,46.0
423,ORCL,2018-07-09,46.72999954223633
424,ORCL,2018-07-10,46.9900016784668
425,ORCL,2018-07-11,47.63999938964844
426,ORCL,2018-07-12,48.150001525878906
427,ORCL,2018-07-13,48.630001068115234
428,ORCL,2018-07-16,48.459999084472656
429,ORCL,2018-07-17,48.900001525878906
430,ORCL,2018-07-18,48.63999938964844
431,ORCL,2018-07-19,48.439998626708984
432,ORCL,2018-07-20,48.52000045776367
433,ORCL,2018-07-23,48.66999816894531
434,ORCL,2018-07-24,48.66999816894531
435,ORCL,2018-07-25,48.95000076293945
436,ORCL,2018-07-26,48.869998931884766
437,ORCL,2018-07-27,48.630001068115234
438,ORCL,2018-07-30,47.72999954223633
439,ORCL,2018-07-31,47.68000030517578
440,FB,2018-02-23,183.2899932861328
441,FB,2018-02-26,184.92999267578125
442,FB,2018-02-27,181.4600067138672
443,FB,2018-02-28,178.32000732421875
444,FB,2018-03-01,175.94000244140625
445,FB,2018-03-02,176.6199951171875
446,FB,2018-03-05,180.39999389648438
447,FB,2018-03-06,179.77999877929688
448,FB,2018-03-07,183.7100067138672
449,FB,2018-03-08,182.33999633789062
450,FB,2018-03-09,185.22999572753906
451,FB,2018-03-12,184.75999450683594
452,FB,2018-03-13,181.8800048828125
453,FB,2018-03-14,184.19000244140625
454,FB,2018-03-15,183.86000061035156
455,FB,2018-03-16,185.08999633789062
456,FB,2018-03-19,172.55999755859375
457,FB,2018-03-20,168.14999389648438
458,FB,2018-03-21,169.38999938964844
459,FB,2018-03-22,164.88999938964844
460,FB,2018-03-23,159.38999938964844
461,FB,2018-03-26,160.05999755859375
462,FB,2018-03-27,152.22000122070312
463,FB,2018-03-28,153.02999877929688
464,FB,2018-03-29,159.7899932861328
465,FB,2018-04-02,155.38999938964844
466,FB,2018-04-03,156.11000061035156
467,FB,2018-04-04,155.10000610351562
468,FB,2018-04-05,159.33999633789062
469,FB,2018-04-06,157.1999969482422
470,FB,2018-04-09,157.92999267578125
471,FB,2018-04-10,165.0399932861328
472,FB,2018-04-11,166.32000732421875
473,FB,2018-04-12,163.8699951171875
474,FB,2018-04-13,164.52000427246094
475,FB,2018-04-16,164.8300018310547
476,FB,2018-04-17,168.66000366210938
477,FB,2018-04-18,166.36000061035156
478,FB,2018-04-19,168.10000610351562
479,FB,2018-04-20,166.27999877929688
480,FB,2018-04-23,165.83999633789062
481,FB,2018-04-24,159.69000244140625
482,FB,2018-04-25,159.69000244140625
483,FB,2018-04-26,174.16000366210938
484,FB,2018-04-27,173.58999633789062
485,FB,2018-04-30,172.0
486,FB,2018-05-01,173.86000061035156
487,FB,2018-05-02,176.07000732421875
488,FB,2018-05-03,174.02000427246094
489,FB,2018-05-04,176.61000061035156
490,FB,2018-05-07,177.97000122070312
491,FB,2018-05-08,178.9199981689453
492,FB,2018-05-09,182.66000366210938
493,FB,2018-05-10,185.52999877929688
494,FB,2018-05-11,186.99000549316406
495,FB,2018-05-14,186.63999938964844
496,FB,2018-05-15,184.32000732421875
497,FB,2018-05-16,183.1999969482422
498,FB,2018-05-17,183.75999450683594
499,FB,2018-05-18,182.67999267578125
500,FB,2018-05-21,184.49000549316406
501,FB,2018-05-22,183.8000030517578
502,FB,2018-05-23,186.89999389648438
503,FB,2018-05-24,185.92999267578125
504,FB,2018-05-25,184.9199981689453
505,FB,2018-05-29,185.74000549316406
506,FB,2018-05-30,187.6699981689453
507,FB,2018-05-31,191.77999877929688
508,FB,2018-06-01,193.99000549316406
509,FB,2018-06-04,193.27999877929688
510,FB,2018-06-05,192.94000244140625
511,FB,2018-06-06,191.33999633789062
512,FB,2018-06-07,188.17999267578125
513,FB,2018-06-08,189.10000610351562
514,FB,2018-06-11,191.5399932861328
515,FB,2018-06-12,192.39999389648438
516,FB,2018-06-13,192.41000366210938
517,FB,2018-06-14,196.80999755859375
518,FB,2018-06-15,195.85000610351562
519,FB,2018-06-18,198.30999755859375
520,FB,2018-06-19,197.49000549316406
521,FB,2018-06-20,202.0
522,FB,2018-06-21,201.5
523,FB,2018-06-22,201.74000549316406
524,FB,2018-06-25,196.35000610351562
525,FB,2018-06-26,199.0
526,FB,2018-06-27,195.83999633789062
527,FB,2018-06-28,196.22999572753906
528,FB,2018-06-29,194.32000732421875
529,FB,2018-07-02,197.36000061035156
530,FB,2018-07-03,192.72999572753906
531,FB,2018-07-05,198.4499969482422
532,FB,2018-07-06,203.22999572753906
533,FB,2018-07-09,204.74000549316406
534,FB,2018-07-10,203.5399932861328
535,FB,2018-07-11,202.5399932861328
536,FB,2018-07-12,206.9199981689453
537,FB,2018-07-13,207.32000732421875
538,FB,2018-07-16,207.22999572753906
539,FB,2018-07-17,209.99000549316406
540,FB,2018-07-18,209.36000061035156
541,FB,2018-07-19,208.08999633789062
542,FB,2018-07-20,209.94000244140625
543,FB,2018-07-23,210.91000366210938
544,FB,2018-07-24,214.6699981689453
545,FB,2018-07-25,217.5
546,FB,2018-07-26,176.25999450683594
547,FB,2018-07-27,174.88999938964844
548,FB,2018-07-30,171.05999755859375
549,FB,2018-07-31,172.5800018310547
550,GOOGL,2018-02-23,1128.0899658203125
551,GOOGL,2018-02-26,1143.699951171875
552,GOOGL,2018-02-27,1117.510009765625
553,GOOGL,2018-02-28,1103.9200439453125
554,GOOGL,2018-03-01,1071.4100341796875
555,GOOGL,2018-03-02,1084.1400146484375
556,GOOGL,2018-03-05,1094.760009765625
557,GOOGL,2018-03-06,1100.9000244140625
558,GOOGL,2018-03-07,1115.0400390625
559,GOOGL,2018-03-08,1129.3800048828125
560,GOOGL,2018-03-09,1160.8399658203125
561,GOOGL,2018-03-12,1165.9300537109375
562,GOOGL,2018-03-13,1139.9100341796875
563,GOOGL,2018-03-14,1148.8900146484375
564,GOOGL,2018-03-15,1150.6099853515625
565,GOOGL,2018-03-16,1134.4200439453125
566,GOOGL,2018-03-19,1100.0699462890625
567,GOOGL,2018-03-20,1095.800048828125
568,GOOGL,2018-03-21,1094.0
569,GOOGL,2018-03-22,1053.1500244140625
570,GOOGL,2018-03-23,1026.550048828125
571,GOOGL,2018-03-26,1054.0899658203125
572,GOOGL,2018-03-27,1006.9400024414062
573,GOOGL,2018-03-28,1005.1799926757812
574,GOOGL,2018-03-29,1037.1400146484375
575,GOOGL,2018-04-02,1012.6300048828125
576,GOOGL,2018-04-03,1018.6799926757812
577,GOOGL,2018-04-04,1029.7099609375
578,GOOGL,2018-04-05,1032.6400146484375
579,GOOGL,2018-04-06,1009.9500122070312
580,GOOGL,2018-04-09,1020.0900268554688
581,GOOGL,2018-04-10,1036.5
582,GOOGL,2018-04-11,1025.06005859375
583,GOOGL,2018-04-12,1037.2900390625
584,GOOGL,2018-04-13,1036.0400390625
585,GOOGL,2018-04-16,1046.0999755859375
586,GOOGL,2018-04-17,1079.3599853515625
587,GOOGL,2018-04-18,1075.3900146484375
588,GOOGL,2018-04-19,1089.449951171875
589,GOOGL,2018-04-20,1077.3199462890625
590,GOOGL,2018-04-23,1073.81005859375
591,GOOGL,2018-04-24,1022.6400146484375
592,GOOGL,2018-04-25,1022.989990234375
593,GOOGL,2018-04-26,1043.31005859375
594,GOOGL,2018-04-27,1031.449951171875
595,GOOGL,2018-04-30,1018.5800170898438
596,GOOGL,2018-05-01,1040.75
597,GOOGL,2018-05-02,1026.050048828125
598,GOOGL,2018-05-03,1026.300048828125
599,GOOGL,2018-05-04,1051.0
600,GOOGL,2018-05-07,1059.4599609375
601,GOOGL,2018-05-08,1058.5899658203125
602,GOOGL,2018-05-09,1088.949951171875
603,GOOGL,2018-05-10,1105.469970703125
604,GOOGL,2018-05-11,1103.3800048828125
605,GOOGL,2018-05-14,1106.5999755859375
606,GOOGL,2018-05-15,1084.8699951171875
607,GOOGL,2018-05-16,1084.0899658203125
608,GOOGL,2018-05-17,1081.260009765625
609,GOOGL,2018-05-18,1069.6400146484375
610,GOOGL,2018-05-21,1084.010009765625
611,GOOGL,2018-05-22,1075.31005859375
612,GOOGL,2018-05-23,1085.9599609375
613,GOOGL,2018-05-24,1085.449951171875
614,GOOGL,2018-05-25,1084.0799560546875
615,GOOGL,2018-05-29,1068.0699462890625
616,GOOGL,2018-05-30,1077.469970703125
617,GOOGL,2018-05-31,1100.0
618,GOOGL,2018-06-01,1135.0
619,GOOGL,2018-06-04,1153.0400390625
620,GOOGL,2018-06-05,1151.02001953125
621,GOOGL,2018-06-06,1146.949951171875
622,GOOGL,2018-06-07,1134.4200439453125
623,GOOGL,2018-06-08,1132.7099609375
624,GOOGL,2018-06-11,1140.9000244140625
625,GOOGL,2018-06-12,1148.18994140625
626,GOOGL,2018-06-13,1144.22998046875
627,GOOGL,2018-06-14,1160.1099853515625
628,GOOGL,2018-06-15,1159.27001953125
629,GOOGL,2018-06-18,1183.5799560546875
630,GOOGL,2018-06-19,1178.68994140625
631,GOOGL,2018-06-20,1184.0699462890625
632,GOOGL,2018-06-21,1169.43994140625
633,GOOGL,2018-06-22,1169.2900390625
634,GOOGL,2018-06-25,1139.280029296875
635,GOOGL,2018-06-26,1132.6199951171875
636,GOOGL,2018-06-27,1116.93994140625
637,GOOGL,2018-06-28,1126.780029296875
638,GOOGL,2018-06-29,1129.18994140625
639,GOOGL,2018-07-02,1142.1099853515625
640,GOOGL,2018-07-03,1116.280029296875
641,GOOGL,2018-07-05,1141.2900390625
642,GOOGL,2018-07-06,1155.0799560546875
643,GOOGL,2018-07-09,1167.280029296875
644,GOOGL,2018-07-10,1167.1400146484375
645,GOOGL,2018-07-11,1171.4599609375
646,GOOGL,2018-07-12,1201.260009765625
647,GOOGL,2018-07-13,1204.4200439453125
648,GOOGL,2018-07-16,1196.510009765625
649,GOOGL,2018-07-17,1213.0799560546875
650,GOOGL,2018-07-18,1212.9100341796875
651,GOOGL,2018-07-19,1199.0999755859375
652,GOOGL,2018-07-20,1197.8800048828125
653,GOOGL,2018-07-23,1211.0
654,GOOGL,2018-07-24,1258.1500244140625
655,GOOGL,2018-07-25,1275.93994140625
656,GOOGL,2018-07-26,1285.5
657,GOOGL,2018-07-27,1252.8900146484375
658,GOOGL,2018-07-30,1230.0400390625
659,GOOGL,2018-07-31,1227.219970703125
660,GOOG,2018-02-23,1126.7900390625
661,GOOG,2018-02-26,1143.75
662,GOOG,2018-02-27,1118.2900390625
663,GOOG,2018-02-28,1104.72998046875
664,GOOG,2018-03-01,1069.52001953125
665,GOOG,2018-03-02,1078.9200439453125
666,GOOG,2018-03-05,1090.9300537109375
667,GOOG,2018-03-06,1095.06005859375
668,GOOG,2018-03-07,1109.6400146484375
669,GOOG,2018-03-08,1126.0
670,GOOG,2018-03-09,1160.0400390625
671,GOOG,2018-03-12,1164.5
672,GOOG,2018-03-13,1138.1700439453125
673,GOOG,2018-03-14,1149.489990234375
