,id,Date,source,symbols,dayofweek
8573,1018591360121745400,2018-07-15,ConsumerFeed,FIS,Sun
8574,1018591365310111700,2018-07-15,ConsumerFeed,FIS,Sun
8575,1018591569996369900,2018-07-15,dailypoliticaln,FIS,Sun
8576,1018591573783859200,2018-07-15,dailypoliticaln,FIS,Sun
8577,1018591583074177000,2018-07-15,dailypoliticaln,ANSS,Sun
8578,1018591858551861200,2018-07-15,WatchlistN,SLCA,Sun
8579,1018591892618076200,2018-07-15,TickerReport,ANSS,Sun
8580,1018591902080340000,2018-07-15,whatsonthorold2,MON,Sun
8581,1018591978622251000,2018-07-15,dobyguerrero,ON,Sun
8582,1018592007982407700,2018-07-15,mmahotstuff1,MON,Sun
8583,1018592176224243700,2018-07-15,MaratDosov,MAT,Sun
8584,1018592199842369500,2018-07-15,reurope_stock,MON,Sun
8585,1018592372610027500,2018-07-15,teebizy,SLCA,Sun
8586,1018592604487934000,2018-07-15,whatsonthorold2,YNDX,Sun
8587,1018592669147254800,2018-07-15,mmahotstuff1,YNDX,Sun
8588,1018592839951962100,2018-07-15,reurope_stock,YNDX,Sun
8589,1018592927885471700,2018-07-15,ferele5447,DVN,Sun
8590,1018592943995748400,2018-07-15,bibeypost_stock,YNDX,Sun
8591,1018593235684520000,2018-07-15,whatsonthorold2,MPC,Sun
8592,1018593297768599600,2018-07-15,mmahotstuff1,MPC,Sun
8593,1018593369117712400,2018-07-15,Cali_Active_Inc,ON,Sun
8594,1018593439624155100,2018-07-15,reurope_stock,MPC,Sun
8595,1018593561267396600,2018-07-15,bibeypost_stock,MPC,Sun
8596,1018593771603288000,2018-07-15,optioncharts,GIS,Sun
8597,1018593792180572200,2018-07-15,whatsonthorold2,EMR,Sun
8598,1018593849759993900,2018-07-15,mmahotstuff1,EMR,Sun
8599,1018593850951196700,2018-07-15,GambisteFinance,CRZO,Sun
8600,1018593984904597500,2018-07-15,reurope_stock,EMR,Sun
8601,1018594022015807500,2018-07-15,whatsonthorold2,TMO,Sun
8602,1018594056044081200,2018-07-15,bibeypost_stock,EMR,Sun
8603,1018594290321113100,2018-07-15,gdimit2,TMUS,Sun
8604,1018594423247171600,2018-07-15,reurope_stock,TMO,Sun
8605,1018594503861653500,2018-07-15,bibeypost_stock,TMO,Sun
8606,1018595670658252800,2018-07-15,whatsonthorold2,TJX,Sun
8607,1018595737742045200,2018-07-15,mmahotstuff1,TJX,Sun
8608,1018595914397700100,2018-07-15,reurope_stock,TJX,Sun
8609,1018595999038804000,2018-07-15,bibeypost_stock,TJX,Sun
8610,1018596165766479900,2018-07-15,MareaInformativ,VLO,Sun
8611,1018596173974818800,2018-07-15,MareaInformativ,DISH,Sun
8612,1018596354837315600,2018-07-15,ConsumerFeed,AN,Sun
8613,1018596383618560000,2018-07-15,whatsonthorold2,NOV,Sun
8614,1018596481769582600,2018-07-15,mmahotstuff1,NOV,Sun
8615,1018596573180301300,2018-07-15,dailypoliticaln,DISH,Sun
8616,1018596578968383500,2018-07-15,dailypoliticaln,VLO,Sun
8617,1018596702062895100,2018-07-15,reurope_stock,NOV,Sun
8618,1018596779493748700,2018-07-15,4GPro,TMUS,Sun
8619,1018596806417055700,2018-07-15,TickerReport,VLO,Sun
8620,1018596844790743000,2018-07-15,bibeypost_stock,NOV,Sun
8621,1018596874968879100,2018-07-15,ThisLincolnian,AN,Sun
8622,1018596936105058300,2018-07-15,WatchlistN,VLO,Sun
8623,1018597038450241500,2018-07-15,ZolmaxNews,DISH,Sun
8624,1018597043105869800,2018-07-15,ZolmaxNews,VLO,Sun
8625,1018597154183635000,2018-07-15,dakotafinancial,FIS,Sun
8626,1018597159405486100,2018-07-15,dakotafinancial,DISH,Sun
8627,1018597177038397400,2018-07-15,stockbard,COG,Sun
8628,1018598116193271800,2018-07-15,LostMillions,BEN,Sun
8629,1018599130363547600,2018-07-15,optioncharts,AAP,Sun
8630,1018599589052641300,2018-07-15,whatsonthorold2,PPG,Sun
8631,1018599665498050600,2018-07-15,mmahotstuff1,PPG,Sun
8632,1018599748352307200,2018-07-15,BenSTCIL,AMT,Sun
8633,1018599815628906500,2018-07-15,reurope_stock,PPG,Sun
8634,1018599940338184200,2018-07-15,bibeypost_stock,PPG,Sun
8635,1018600099209990100,2018-07-15,StocksPredictr,EW,Sun
8636,1018600141085986800,2018-07-15,TranscriptDaily,VLO,Sun
8637,1018600335147962400,2018-07-15,paleomillennial,SPG,Sun
8638,1018600402751762400,2018-07-15,optioncharts,NBL,Sun
8639,1018600423534551000,2018-07-15,TheMarketsDaily,AN,Sun
8640,1018600594938957800,2018-07-15,WatchlistN,DISH,Sun
8641,1018600908803006500,2018-07-15,markusgoldberg_,ADP,Sun
8642,1018601099392159700,2018-07-15,shortvolumes,FEYE,Sun
8643,1018601215754690600,2018-07-15,ExactOptionPick,REGN,Sun
8644,1018601353055277000,2018-07-15,TranscriptDaily,MON,Sun
8645,1018602420576845800,2018-07-15,MareaInformativ,ANSS,Sun
8646,1018602425060651000,2018-07-15,MareaInformativ,SLCA,Sun
8647,1018602559026720800,2018-07-15,James0ck,COF,Sun
8648,1018602953572278300,2018-07-15,TheMarketsDaily,WAT,Sun
8649,1018604406386798600,2018-07-15,ColinLeeMacleod,ALXN,Sun
8650,1018604510900613100,2018-07-15,optioncharts,ADSK,Sun
8651,1018605157377040400,2018-07-15,WeekHerald,SYY,Sun
8652,1018605397534543900,2018-07-15,ThisLincolnian,NEE,Sun
8653,1018605412831154200,2018-07-15,ThisLincolnian,SYY,Sun
8654,1018605421194629100,2018-07-15,TickerReport,BBY,Sun
8655,1018605547208233000,2018-07-15,dispatchtribune,HRL,Sun
8656,1018605628036706300,2018-07-15,TheMarketsDaily,MON,Sun
8657,1018605691827818500,2018-07-15,WatchlistN,BBY,Sun
8658,1018605932937400300,2018-07-15,MareaInformativ,NEE,Sun
8659,1018605972934123500,2018-07-15,4GPro,TMUS,Sun
8660,1018606323636850700,2018-07-15,OlympiaReport,HRL,Sun
8661,1018606527828066300,2018-07-15,WeekHerald,NEE,Sun
8662,1018607066909413400,2018-07-15,optioncharts,SYF,Sun
8663,1018608571599159300,2018-07-15,MareaInformativ,SRCL,Sun
8664,1018608599847891000,2018-07-15,dakotafinancial,SRCL,Sun
8665,1018608615131926500,2018-07-15,MareaInformativ,SRCL,Sun
8666,1018608619351404500,2018-07-15,MareaInformativ,FIS,Sun
8667,1018608677190864900,2018-07-15,ExactOptionPick,JWN,Sun
8668,1018608749240569900,2018-07-15,Stockstrader2,RHT,Sun
8669,1018608759411822600,2018-07-15,investitute,AZO,Sun
8670,1018608876109877200,2018-07-15,petenajarian,AZO,Sun
8671,1018609217299677200,2018-07-15,jonnajarian,AZO,Sun
8672,1018609504110497800,2018-07-15,ZolmaxNews,SRCL,Sun
8673,1018610155917905900,2018-07-15,KenFaulkenberry,HRL,Sun
8674,1018611170088022000,2018-07-15,StocksPredictr,EW,Sun
8675,1018612067601928200,2018-07-15,MareaInformativ,DISH,Sun
8676,1018612204860575700,2018-07-15,salomon69479215,SPG,Sun
8677,1018612280240504800,2018-07-15,stockbard,HUM,Sun
8678,1018612439066148900,2018-07-15,theflynews,FOX,Sun
8679,1018612441826152400,2018-07-15,tradnews_,FOX,Sun
8680,1018612992936677400,2018-07-15,dailypoliticaln,SRCL,Sun
8681,1018614285457453000,2018-07-15,ColinLeeMacleod,DVN,Sun
8682,1018614692070256600,2018-07-15,shortvolumes,KSU,Sun
8683,1018616200190922800,2018-07-15,shortvolumes,NOV,Sun
8684,1018616272873852900,2018-07-15,coinhack_coin,APC,Sun
8685,1018616308601155600,2018-07-15,ExactOptionPick,TJX,Sun
8686,1018616411277717500,2018-07-15,ioTrader,VLO,Sun
8687,1018616739108720600,2018-07-15,MrHolderNews,NRG,Sun
8688,1018616839407104000,2018-07-15,whatsonthorold2,DDR,Sun
8689,1018617155909312500,2018-07-15,mattbird55,FOX,Sun
8690,1018617310070886400,2018-07-15,mmahotstuff1,DDR,Sun
8691,1018617504263016400,2018-07-15,reurope_stock,DDR,Sun
8692,1018617568775561200,2018-07-15,bibeypost_stock,DDR,Sun
8693,1018617574282682400,2018-07-15,ledgerzette,STT,Sun
8694,1018617587327033300,2018-07-15,ledgerzette,STT,Sun
8695,1018617627428753400,2018-07-15,TheMarketsDaily,STT,Sun
8696,1018617738493820900,2018-07-15,dakotafinancial,STT,Sun
8697,1018617864431992800,2018-07-15,ConsumerFeed,MPC,Sun
8698,1018618532702105600,2018-07-15,MareaInformativ,STT,Sun
8699,1018618537378754600,2018-07-15,MareaInformativ,STT,Sun
8700,1018618550020341800,2018-07-15,MareaInformativ,STT,Sun
8701,1018618558866223100,2018-07-15,MareaInformativ,STT,Sun
8702,1018618807017881600,2018-07-15,ColinLeeMacleod,IVZ,Sun
8703,1018619247105196000,2018-07-15,NWGasPipeline,APA,Sun
8704,1018619566665228300,2018-07-15,StockTipRobot,MCK,Sun
8705,1018619680221737000,2018-07-15,cafe_joint,APC,Sun
8706,1018619994031128600,2018-07-15,MareaInformativ,HOLX,Sun
8707,1018620079213248500,2018-07-15,whatsonthorold2,DTE,Sun
8708,1018620190899220500,2018-07-15,mmahotstuff1,DTE,Sun
8709,1018620392452132900,2018-07-15,coonavass,APA,Sun
8710,1018620414828871700,2018-07-15,reurope_stock,DTE,Sun
8711,1018620511310532600,2018-07-15,bibeypost_stock,DTE,Sun
8712,1018620789946449900,2018-07-15,whatsonthorold2,EFX,Sun
8713,1018620849866395600,2018-07-15,mmahotstuff1,EFX,Sun
8714,1018621002270625800,2018-07-15,reurope_stock,EFX,Sun
8715,1018621050953850900,2018-07-15,Snarkathon,APA,Sun
8716,1018621081555537900,2018-07-15,bibeypost_stock,EFX,Sun
8717,1018621392110211100,2018-07-15,OlympiaReport,MPC,Sun
8718,1018621637485215700,2018-07-15,ColinLeeMacleod,SYF,Sun
8719,1018621678505603100,2018-07-15,TheMarketsDaily,STT,Sun
8720,1018621756842668000,2018-07-15,PowerrTrader,BBY,Sun
8721,1018622075492274200,2018-07-15,WeekHerald,MPC,Sun
8722,1018622185328578600,2018-07-15,TranscriptDaily,WHR,Sun
8723,1018622287061319700,2018-07-15,MareaInformativ,WHR,Sun
8724,1018622518410862600,2018-07-15,OptionAlarm,TJX,Sun
8725,1018622989976440800,2018-07-15,StockheadAU,AEE,Sun
8726,1018623922378424300,2018-07-15,HighlandsPac,HIG,Sun
8727,1018623962039742500,2018-07-15,trucharts,WDC,Sun
8728,1018624023717208000,2018-07-15,whatsonthorold2,EW,Sun
8729,1018624101764796400,2018-07-15,mmahotstuff1,EW,Sun
8730,1018624224305565700,2018-07-15,reurope_stock,EW,Sun
8731,1018624297580023800,2018-07-15,bibeypost_stock,EW,Sun
8732,1018624413384740900,2018-07-15,proactive_au,RSG,Sun
8733,1018624833779916800,2018-07-15,nickschmidt_,BBY,Sun
8734,1018625333996630000,2018-07-15,ApsiCrew,RSG,Sun
8735,1018627387238600700,2018-07-15,ramcqueary,DHI,Sun
8736,1018629269528903700,2018-07-15,DZierler,HIMX,Sun
8737,1018629484935827500,2018-07-15,CastAwayTrader,TAP,Sun
8738,1018631042549329900,2018-07-15,eWhispers,GNTX,Sun
8739,1018631070483243000,2018-07-15,RedFiveRogueOne,JWN,Sun
8740,1018631084194574300,2018-07-15,BtwThought,GNTX,Sun
8741,1018631158396018700,2018-07-15,RedFebtober,GNTX,Sun
8742,1018631365103898600,2018-07-15,alfredocabrera7,GNTX,Sun
8743,1018631378643152900,2018-07-15,JohnVieira25,GNTX,Sun
8744,1018631492900130800,2018-07-15,BrievaAbel,GNTX,Sun
8745,1018632783911112700,2018-07-15,Thekkw,COF,Sun
8746,1018633150271025200,2018-07-15,MarketsHill,GNTX,Sun
8747,1018633536780283900,2018-07-15,gobtx1,SWK,Sun
8748,1018633565888753700,2018-07-15,gobtx1,BBY,Sun
8749,1018634059394834400,2018-07-15,stockspastor,IP,Sun
8750,1018634121663242200,2018-07-15,ZenTrends,COF,Sun
8751,1018634326001451000,2018-07-15,ChartMill,IFF,Sun
8752,1018635314997448700,2018-07-15,esteban_villeda,GNTX,Sun
8753,1018635324921086000,2018-07-15,theshredlounge,HTZ,Sun
8754,1018635680019251200,2018-07-15,teresaarthur66,COF,Sun
8755,1018635830716485600,2018-07-15,shortvolumes,ZNGA,Sun
8756,1018635849326579700,2018-07-15,Stevehi92027492,DCIX,Sun
8757,1018636071616307200,2018-07-15,antenapips,GNTX,Sun
8758,1018636088611516400,2018-07-15,1MinuteStock,IFF,Sun
8759,1018636094131331100,2018-07-15,oliviabvoz,COF,Sun
8760,1018636245013024800,2018-07-15,AISoloTrader,CTAS,Sun
8761,1018636344514367500,2018-07-15,SeekingAlpha,ZNGA,Sun
8762,1018636346322120700,2018-07-15,SAlphaTech,ZNGA,Sun
8763,1018636511175114800,2018-07-15,GambisteFinance,CHRW,Sun
8764,1018636777463140400,2018-07-15,WinfieldSmart,GNTX,Sun
8765,1018636933776281600,2018-07-15,mattbigos,GNTX,Sun
8766,1018637666219327500,2018-07-15,Justin_Goheen,GNTX,Sun
8767,1018637944939253800,2018-07-15,DiegoGiraldoL,GNTX,Sun
8768,1018637985133178900,2018-07-15,mzolloBY,NOV,Sun
8769,1018638500885876700,2018-07-15,4DQuest,GNTX,Sun
8770,1018639015786844200,2018-07-15,GambisteFinance,CRZO,Sun
8771,1018639282834149400,2018-07-15,TrueBubbleHead,GNTX,Sun
8772,1018639786473672700,2018-07-15,LaurieInMadison,COF,Sun
8773,1018640036273819600,2018-07-15,Smittyinvestor,CTAS,Sun
8774,1018640128418426900,2018-07-15,OliviaRoy,MKC,Sun
8775,1018640488327516200,2018-07-15,MundoViews,CTAS,Sun
8776,1018640839302672400,2018-07-15,whatsonthorold2,HCA,Sun
8777,1018640932319658000,2018-07-15,mmahotstuff1,HCA,Sun
8778,1018641088645648400,2018-07-15,reurope_stock,HCA,Sun
8779,1018641161567850500,2018-07-15,bibeypost_stock,HCA,Sun
8780,1018641422633918500,2018-07-15,whatsonthorold2,HES,Sun
8781,1018641516645011500,2018-07-15,mmahotstuff1,HES,Sun
8782,1018641693527236600,2018-07-15,reurope_stock,HES,Sun
8783,1018641794135969800,2018-07-15,bibeypost_stock,HES,Sun
8784,1018641930316640300,2018-07-15,mds_ei0_io,GNTX,Sun
8785,1018642145396305900,2018-07-15,Speeders258,GNTX,Sun
8786,1018642475802652700,2018-07-15,Jenlovescrypto,GNTX,Sun
8787,1018642768397291500,2018-07-15,whatsonthorold2,HLT,Sun
8788,1018642888580878300,2018-07-15,mmahotstuff1,HLT,Sun
8789,1018643153543487500,2018-07-15,reurope_stock,HLT,Sun
8790,1018643237274374100,2018-07-15,bibeypost_stock,HLT,Sun
8791,1018643663197384700,2018-07-15,Wisskobe,CTAS,Sun
8792,1018644080056766500,2018-07-15,RampedDaytrader,GNTX,Sun
8793,1018644100155920400,2018-07-15,whatsonthorold2,HSY,Sun
8794,1018644185140940800,2018-07-15,mmahotstuff1,HSY,Sun
8795,1018644336106442800,2018-07-15,reurope_stock,HSY,Sun
8796,1018644418491019300,2018-07-15,bibeypost_stock,HSY,Sun
8797,1018644652503765000,2018-07-15,CaitlinBeacorn,GNTX,Sun
8798,1018644889888788500,2018-07-15,shortvolumes,VAR,Sun
8799,1018645115986956300,2018-07-15,realmike8821,MCHP,Sun
8800,1018645146345168900,2018-07-15,theflynews,TMUS,Sun
8801,1018645149574946800,2018-07-15,tradnews_,TMUS,Sun
8802,1018645372284137500,2018-07-15,AriMEden,CTAS,Sun
8803,1018645381528289300,2018-07-15,AriMEden,GNTX,Sun
8804,1018645397705764900,2018-07-15,StocksPredictr,RHI,Sun
8805,1018645923411497000,2018-07-15,MarketChmln,MAT,Sun
8806,1018645969485860900,2018-07-15,TheBurdetteLawF,AABA,Sun
8807,1018646401255968800,2018-07-16,shortvolumes,CPB,Mon
8808,1018648484591886300,2018-07-16,BlackBoxTen,RHT,Mon
8809,1018648861034807300,2018-07-16,RB8780,CTAS,Mon
8810,1018649264145264600,2018-07-16,Sizern,CTAS,Mon
8811,1018649878497382400,2018-07-16,mathAPb,L,Mon
8812,1018649928028098600,2018-07-16,ChartMill,AES,Mon
8813,1018650562936672300,2018-07-16,ddpenny411,ZNGA,Mon
8814,1018651869084815400,2018-07-16,hotpennyalerts,FOX,Mon
8815,1018651934708981800,2018-07-16,finzine,CBS,Mon
8816,1018651939083554800,2018-07-16,ChartMill,NFX,Mon
8817,1018651939440136200,2018-07-16,MagnoliaG2012,MO,Mon
8818,1018652171888463900,2018-07-16,MaxAgatsu,CTAS,Mon
8819,1018652237336318000,2018-07-16,FaisamTrader,GNTX,Mon
8820,1018652249126527000,2018-07-16,MarketChmln,KSU,Mon
8821,1018652697761910800,2018-07-16,Zaraguatos,ON,Mon
8822,1018652979812077600,2018-07-16,MarketFoolery,MKC,Mon
8823,1018653092328411100,2018-07-16,whatsonthorold2,LH,Mon
8824,1018653180555595800,2018-07-16,mmahotstuff1,LH,Mon
8825,1018653243050688500,2018-07-16,StansberryWire,TMUS,Mon
8826,1018653328853618700,2018-07-16,reurope_stock,LH,Mon
8827,1018653402434342900,2018-07-16,bibeypost_stock,LH,Mon
8828,1018654425303453700,2018-07-16,Stylz21,CTAS,Mon
8829,1018654741193199600,2018-07-16,arxiv_mathAP,L,Mon
8830,1018654777910186000,2018-07-16,arxiv_mathAP,L,Mon
8831,1018655541156089900,2018-07-16,classicoptions,CAH,Mon
8832,1018655559405396000,2018-07-16,InsiderBuySS,HP,Mon
8833,1018656240090734600,2018-07-16,wliu0709,HP,Mon
8834,1018657226163216400,2018-07-16,PPwallz,HP,Mon
8835,1018657399257927700,2018-07-16,maximegaumond,CTAS,Mon
8836,1018657661368315900,2018-07-16,AllidoiswinDC,GNTX,Mon
8837,1018657743044046800,2018-07-16,mytradingbuddy,YNDX,Mon
8838,1018657945113055200,2018-07-16,Jenlovescrypto,RHT,Mon
8839,1018658639538729000,2018-07-16,MoneyMakerEdge,L,Mon
8840,1018659074043449300,2018-07-16,AllidoiswinDC,RHT,Mon
8841,1018659166716678100,2018-07-16,NaosAssetMgmt,NSC,Mon
8842,1018659484930068500,2018-07-16,Focus_on_Dvds,HSY,Mon
8843,1018660559426805800,2018-07-16,LaDucTrading,HP,Mon
8844,1018661126739914800,2018-07-16,44cush,ON,Mon
8845,1018661491631767600,2018-07-16,NewYorkbuffett,AET,Mon
8846,1018661499219431400,2018-07-16,shortvolumes,MAS,Mon
8847,1018661515036160000,2018-07-16,BoardCentral,HAS,Mon
8848,1018661522334240800,2018-07-16,TheBurdetteLawF,CTAS,Mon
8849,1018661799153971200,2018-07-16,quakes99,AEE,Mon
8850,1018661894016655400,2018-07-16,airtightradon,RHT,Mon
8851,1018662206270005200,2018-07-16,DivgrowthInfo,CMI,Mon
8852,1018662806210695200,2018-07-16,CryptoHiddenGem,EFX,Mon
8853,1018663486052798500,2018-07-16,Cardinal_Res,RSG,Mon
8854,1018663625379209200,2018-07-16,ThomasRice16,XRX,Mon
8855,1018665141175349200,2018-07-16,FrankMartin23,MUR,Mon
8856,1018665749253148700,2018-07-16,iampatelrp,NTNX,Mon
8857,1018666027008262100,2018-07-16,shortvolumes,MNK,Mon
8858,1018666171401465900,2018-07-16,arXiv_math_AP,L,Mon
8859,1018666173376983000,2018-07-16,whatsonthorold2,NDAQ,Mon
8860,1018666301529690100,2018-07-16,mmahotstuff1,NDAQ,Mon
8861,1018666446270943200,2018-07-16,reurope_stock,NDAQ,Mon
8862,1018666518501085200,2018-07-16,bibeypost_stock,NDAQ,Mon
8863,1018666787712487400,2018-07-16,whatsonthorold2,NEE,Mon
8864,1018666875650273300,2018-07-16,mmahotstuff1,NEE,Mon
8865,1018667032240324600,2018-07-16,reurope_stock,NEE,Mon
8866,1018667058459037700,2018-07-16,landman_tx,CAH,Mon
8867,1018667119209320400,2018-07-16,bibeypost_stock,NEE,Mon
8868,1018667925929119700,2018-07-16,SeekingAlpha,SWK,Mon
8869,1018668058687295500,2018-07-16,lukaszsmykla1,MNK,Mon
8870,1018668319791091700,2018-07-16,ryanmathews,ZTS,Mon
8871,1018668975327195100,2018-07-16,mchaudhry82,RHT,Mon
8872,1018669025784684500,2018-07-16,Jabato111111,CME,Mon
8873,1018669109041655800,2018-07-16,whatsonthorold2,NOC,Mon
8874,1018669198841696300,2018-07-16,mmahotstuff1,NOC,Mon
8875,1018669416618299400,2018-07-16,reurope_stock,NOC,Mon
8876,1018669659980226600,2018-07-16,Drugdoctor2014,ADSK,Mon
8877,1018669686261796900,2018-07-16,bibeypost_stock,NOC,Mon
8878,1018669755581034500,2018-07-16,DivgrowthInfo,SJM,Mon
8879,1018669949160775700,2018-07-16,Drugdoctor2014,VIAB,Mon
8880,1018670563038933000,2018-07-16,Drugdoctor2014,MDLZ,Mon
8881,1018670568705413100,2018-07-16,AlertTrade,GNTX,Mon
8882,1018670571654189000,2018-07-16,tradnews_,GNTX,Mon
8883,1018670626301710300,2018-07-16,whatsonthorold2,NSC,Mon
8884,1018670709567098900,2018-07-16,mmahotstuff1,NSC,Mon
8885,1018670875183337500,2018-07-16,reurope_stock,NSC,Mon
8886,1018670948168413200,2018-07-16,bibeypost_stock,NSC,Mon
8887,1018671177126928400,2018-07-16,tey_west,CTAS,Mon
8888,1018671269783334900,2018-07-16,rludym,FEYE,Mon
8889,1018671497353850900,2018-07-16,Jenlovescrypto,RHT,Mon
8890,1018671758839169000,2018-07-16,ShaMktAn,NOV,Mon
8891,1018672072854081500,2018-07-16,MrsVipPat,CTAS,Mon
8892,1018672750683217900,2018-07-16,DSpygel,ON,Mon
8893,1018672754835550200,2018-07-16,smartmoneyact,NTNX,Mon
8894,1018672839656902700,2018-07-16,brotherchris08,GNTX,Mon
8895,1018673228536041500,2018-07-16,StockWebTrading,AMTD,Mon
8896,1018673659106463700,2018-07-16,ericpapa,PTEN,Mon
8897,1018673709253627900,2018-07-16,smartmoneyact,MAT,Mon
8898,1018673780808454100,2018-07-16,RedFebtober,NTNX,Mon
8899,1018673848214958100,2018-07-16,joommsss,APC,Mon
8900,1018674602476736500,2018-07-16,millennium1999,CTAS,Mon
8901,1018675041389744100,2018-07-16,Drugdoctor2014,MNK,Mon
8902,1018675089271869400,2018-07-16,shortvolumes,ALK,Mon
8903,1018675113003085800,2018-07-16,StockheadAU,AEE,Mon
8904,1018675297963536400,2018-07-16,15minofPham,TSCO,Mon
8905,1018675545712812000,2018-07-16,JEskrich,BBBY,Mon
8906,1018675623177478100,2018-07-16,pnani456,NTNX,Mon
8907,1018676577209643000,2018-07-16,ExileOnBaySt,FITB,Mon
8908,1018676994341421000,2018-07-16,MyTradePH,EW,Mon
8909,1018677122976702500,2018-07-16,whatsonthorold2,ORLY,Mon
8910,1018677313079267300,2018-07-16,mmahotstuff1,ORLY,Mon
8911,1018677503026782200,2018-07-16,reurope_stock,ORLY,Mon
8912,1018677618911137800,2018-07-16,bibeypost_stock,ORLY,Mon
8913,1018678530396258300,2018-07-16,SinnerSkins,GNTX,Mon
8914,1018678574386016300,2018-07-16,Jackie2theworld,ON,Mon
8915,1018678905606213600,2018-07-16,proactive_au,PNR,Mon
8916,1018679620231684100,2018-07-16,StocksPredictr,BXP,Mon
8917,1018680418848002000,2018-07-16,Julianhope09,CTAS,Mon
8918,1018682110754734100,2018-07-16,hilo_SF,FMSA,Mon
8919,1018682351415644200,2018-07-16,the_chart_life,BDX,Mon
8920,1018684473632845800,2018-07-16,MarketChmln,SLG,Mon
8921,1018684659138428900,2018-07-16,PatitaTrader,CTAS,Mon
8922,1018684859668160500,2018-07-16,JEskrich,CMI,Mon
8923,1018685397310640100,2018-07-16,DawesPoints,PRU,Mon
8924,1018685434002538500,2018-07-16,TranscriptDaily,GNCA,Mon
8925,1018685522472865800,2018-07-16,______JG,PNR,Mon
8926,1018685630182805500,2018-07-16,SoloAnalyst,APRN,Mon
8927,1018685832281063400,2018-07-16,aboutheoptions,SJM,Mon
8928,1018685928955629600,2018-07-16,JohnRios0510,CTAS,Mon
8929,1018686416648208400,2018-07-16,1MinuteStock,AES,Mon
8930,1018687769558896600,2018-07-16,aboutheoptions,RHT,Mon
8931,1018688246606385200,2018-07-16,MarketChmln,AMTD,Mon
8932,1018688627662979100,2018-07-16,FrankMartin23,BBY,Mon
8933,1018688976138461200,2018-07-16,TheMarketsDaily,PEG,Mon
8934,1018689064600563700,2018-07-16,chibisandino,MKC,Mon
8935,1018689172532494300,2018-07-16,ChartMill,ZNGA,Mon
8936,1018689785316200400,2018-07-16,hithit168,CTAS,Mon
8937,1018690360753598500,2018-07-16,Cryptofanatic32,EFX,Mon
8938,1018690795715616800,2018-07-16,RaginCajun,VLO,Mon
8939,1018691693422538800,2018-07-16,traderead,AES,Mon
8940,1018691699932098600,2018-07-16,shortvolumes,BDX,Mon
8941,1018691956891938800,2018-07-16,HyenukChu,GNTX,Mon
8942,1018692188673372200,2018-07-16,RCR52,ARRY,Mon
8943,1018692384710946800,2018-07-16,Allstocknews,CME,Mon
8944,1018692915487371300,2018-07-16,EGPtony,DDR,Mon
8945,1018693105015578600,2018-07-16,MedCityTrader,TJX,Mon
8946,1018693359681048600,2018-07-16,AlidaFreites_tw,ON,Mon
8947,1018693713625690100,2018-07-16,bat_trades,CTAS,Mon
8948,1018694917315596300,2018-07-16,MareaInformativ,TJX,Mon
8949,1018695369511899100,2018-07-16,dakotafinancial,TJX,Mon
8950,1018695693807087600,2018-07-16,ThisLincolnian,TROW,Mon
8951,1018695751071912000,2018-07-16,professorzinnel,TMO,Mon
8952,1018696391592480800,2018-07-16,MarietaVerges,ON,Mon
8953,1018696663840559100,2018-07-16,Claumi8675,GLUU,Mon
8954,1018696793914204200,2018-07-16,EGPtony,DDR,Mon
8955,1018696800281268200,2018-07-16,coug_man,PXD,Mon
8956,1018697722616926200,2018-07-16,PhanLawyers,DDR,Mon
8957,1018697804653498400,2018-07-16,igwegbearinze,GNTX,Mon
8958,1018697995418730500,2018-07-16,abbu25,ON,Mon
8959,1018698098908921900,2018-07-16,thomaspan,CTAS,Mon
8960,1018698296536260600,2018-07-16,whatsonthorold2,STT,Mon
8961,1018698381521236000,2018-07-16,mmahotstuff1,STT,Mon
8962,1018698611784331300,2018-07-16,reurope_stock,STT,Mon
8963,1018698711613038600,2018-07-16,bibeypost_stock,STT,Mon
8964,1018699022079610900,2018-07-16,DZierler,HIMX,Mon
8965,1018699241290682400,2018-07-16,EquityTom,APRN,Mon
8966,1018699460925427700,2018-07-16,dispatchtribune,EXR,Mon
8967,1018699462745710600,2018-07-16,EnterpriseLeade,EXR,Mon
8968,1018699576587489300,2018-07-16,OlympiaReport,EXR,Mon
8969,1018699581624868900,2018-07-16,OlympiaReport,TROW,Mon
8970,1018699613354823700,2018-07-16,RBa11e,GNTX,Mon
8971,1018699838240804900,2018-07-16,WeekHerald,TROW,Mon
8972,1018699839478083600,2018-07-16,WeekHerald,EXR,Mon
8973,1018700489398120400,2018-07-16,aus_business,APA,Mon
8974,1018701763291971600,2018-07-16,FrankMartin23,BBY,Mon
8975,1018702471710085100,2018-07-16,DZierler,HIMX,Mon
8976,1018702631362023400,2018-07-16,whatsonthorold2,L,Mon
8977,1018702680498286600,2018-07-16,mmahotstuff1,L,Mon
8978,1018702731006169100,2018-07-16,reurope_stock,L,Mon
8979,1018702775574843400,2018-07-16,StocksPredictr,EMN,Mon
8980,1018702783510442000,2018-07-16,bibeypost_stock,L,Mon
8981,1018702853530153000,2018-07-16,stockbard,TAP,Mon
8982,1018703058371514400,2018-07-16,tleong_tat,CMI,Mon
8983,1018703400744218600,2018-07-16,tleong_tat,CTAS,Mon
8984,1018703928521904100,2018-07-16,TranscriptDaily,EXR,Mon
